Isolate.ID,Rep,Day,Media,Temp,Count
H7-0713,C,0,BHI,10,0
H7-0718,A,0,BHI,10,80
H7-0718,B,0,BHI,10,200
H7-0718,C,0,BHI,10,260
H7-0918,A,0,BHI,10,99.9
H7-0918,B,0,BHI,10,168
H7-0918,C,0,BHI,10,60
H8-0069,A,0,BHI,10,40
H8-0069,B,0,BHI,10,140
H8-0069,C,0,BHI,10,60
H8-0147,A,0,BHI,10,99.9
H8-0147,B,0,BHI,10,220
H8-0147,C,0,BHI,10,180
H8-0175,A,0,BHI,10,1580
H8-0175,B,0,BHI,10,19000
H8-0175,C,0,BHI,10,2660
H8-0237,A,0,BHI,10,0
H8-0237,B,0,BHI,10,6020
H8-0237,C,0,BHI,10,5880
J3-0153,A,0,BHI,10,800
J3-0153,B,0,BHI,10,1180
J3-0153,C,0,BHI,10,919
J3-0155,A,0,BHI,10,322000
J3-0155,B,0,BHI,10,4280
J3-0155,C,0,BHI,10,240
J3-0159,A,0,BHI,10,3080
J3-0159,B,0,BHI,10,2060
J3-0159,C,0,BHI,10,200
R5-0636,A,0,BHI,10,460
R5-0636,B,0,BHI,10,520
R5-0636,C,0,BHI,10,380
R5-0883,A,0,BHI,10,220
R5-0883,B,0,BHI,10,40
R5-0883,C,0,BHI,10,340
R5-0923,A,0,BHI,10,60
R5-0923,B,0,BHI,10,140
R5-0923,C,0,BHI,10,200
R5-0937,A,0,BHI,10,60
R5-0937,B,0,BHI,10,0
R5-0937,C,0,BHI,10,20
F4-0085,A,0,SMB,10,654
F4-0085,B,0,SMB,10,1290
F4-0085,C,0,SMB,10,2800
F4-0126,A,0,SMB,10,634
F4-0126,B,0,SMB,10,1060
F4-0126,C,0,SMB,10,920
F4-0134,A,0,SMB,10,3390
F4-0134,B,0,SMB,10,3500
F4-0134,C,0,SMB,10,613
F4-0152,A,0,SMB,10,429
F4-0152,B,0,SMB,10,531
F4-0152,C,0,SMB,10,143
F4-0242,A,0,SMB,10,429
F4-0242,B,0,SMB,10,40.9
F4-0242,C,0,SMB,10,552
H3-0280,A,0,SMB,10,0
H3-0280,B,0,SMB,10,140
H3-0280,C,0,SMB,10,60
H3-0287,A,0,SMB,10,160
H3-0287,B,0,SMB,10,200
H3-0287,C,0,SMB,10,40
H3-0464,A,0,SMB,10,0
H3-0464,B,0,SMB,10,99.9
H3-0464,C,0,SMB,10,20
H3-0465,A,0,SMB,10,80
H3-0465,B,0,SMB,10,40
H3-0465,C,0,SMB,10,0
H7-0433,A,0,SMB,10,20
H7-0433,B,0,SMB,10,60
H7-0433,C,0,SMB,10,200
H7-0443,A,0,SMB,10,80
H7-0443,B,0,SMB,10,60
H7-0443,C,0,SMB,10,0
H7-0604,A,0,SMB,10,388
H7-0604,B,0,SMB,10,61.3
H7-0604,C,0,SMB,10,40.9
H7-0694,A,0,SMB,10,81.8
H7-0694,B,0,SMB,10,0
H7-0694,C,0,SMB,10,0
H7-0710,A,0,SMB,10,164
H7-0710,B,0,SMB,10,756
H7-0710,C,0,SMB,10,40.9
H7-0713,A,0,SMB,10,0
H7-0713,B,0,SMB,10,0
H7-0713,C,0,SMB,10,60
H7-0718,A,0,SMB,10,99.9
H7-0718,B,0,SMB,10,180
H7-0718,C,0,SMB,10,220
H7-0918,A,0,SMB,10,120
H7-0918,B,0,SMB,10,84
H7-0918,C,0,SMB,10,60
H8-0069,A,0,SMB,10,80
H8-0069,B,0,SMB,10,60
H8-0069,C,0,SMB,10,120
H8-0147,A,0,SMB,10,280
H8-0147,B,0,SMB,10,80
H8-0147,C,0,SMB,10,220
H8-0175,A,0,SMB,10,2020
H8-0175,B,0,SMB,10,17900
H8-0175,C,0,SMB,10,2940
H8-0237,A,0,SMB,10,1040
H8-0237,B,0,SMB,10,3840
H8-0237,C,0,SMB,10,7370
J3-0153,A,0,SMB,10,1200
J3-0153,B,0,SMB,10,939
J3-0153,C,0,SMB,10,859
J3-0155,A,0,SMB,10,199000
J3-0155,B,0,SMB,10,4060
J3-0155,C,0,SMB,10,180
J3-0159,A,0,SMB,10,2760
J3-0159,B,0,SMB,10,1380
J3-0159,C,0,SMB,10,560
R5-0636,A,0,SMB,10,380
R5-0636,B,0,SMB,10,520
R5-0636,C,0,SMB,10,420
R5-0883,A,0,SMB,10,80
R5-0883,B,0,SMB,10,20
R5-0883,C,0,SMB,10,160
R5-0923,A,0,SMB,10,20
R5-0923,B,0,SMB,10,20
R5-0923,C,0,SMB,10,140
R5-0937,A,0,SMB,10,240
R5-0937,B,0,SMB,10,60
R5-0937,C,0,SMB,10,0
F4-0085,A,14,BHI,6,36800000
F4-0085,B,14,BHI,6,5.40E+07
F4-0085,C,14,BHI,6,40200000
F4-0126,A,14,BHI,6,32800000
F4-0126,B,14,BHI,6,37100000
F4-0126,C,14,BHI,6,23700000
F4-0134,A,14,BHI,6,54100000
F4-0134,B,14,BHI,6,26500000
F4-0134,C,14,BHI,6,13400000
F4-0152,A,14,BHI,6,6250000
F4-0152,B,14,BHI,6,8230000
F4-0152,C,14,BHI,6,17200000
F4-0242,A,14,BHI,6,1320000
F4-0242,B,14,BHI,6,3.13E+08
F4-0242,C,14,BHI,6,76900000
H3-0280,A,14,BHI,6,120000
H3-0280,B,14,BHI,6,239000
H3-0280,C,14,BHI,6,347000
H3-0287,A,14,BHI,6,173000
H3-0287,B,14,BHI,6,2760
H3-0287,C,14,BHI,6,80000
H3-0464,A,14,BHI,6,2220
H3-0464,B,14,BHI,6,64000
H3-0464,C,14,BHI,6,80400
H3-0465,A,14,BHI,6,56700
H3-0465,B,14,BHI,6,0
H3-0465,C,14,BHI,6,56700
H7-0433,A,14,BHI,6,239000
H7-0433,B,14,BHI,6,96800
H7-0433,C,14,BHI,6,34000
H7-0443,A,14,BHI,6,2550000
H7-0443,B,14,BHI,6,1550000
H7-0443,C,14,BHI,6,552000
H7-0604,A,14,BHI,6,240000
H7-0604,B,14,BHI,6,80000
H7-0604,C,14,BHI,6,240000
H7-0694,A,14,BHI,6,7600000
H7-0694,B,14,BHI,6,3720000
H7-0694,C,14,BHI,6,7310000
H7-0710,A,14,BHI,6,25400000
H7-0710,B,14,BHI,6,3260000
H7-0710,C,14,BHI,6,20200000
H7-0713,A,14,BHI,6,1660000
H7-0713,B,14,BHI,6,2390000
H7-0713,C,14,BHI,6,2310000
H7-0718,A,14,BHI,6,1.60E+07
H7-0718,B,14,BHI,6,14600000
H7-0718,C,14,BHI,6,1980000
H7-0918,A,14,BHI,6,5920000
H7-0918,B,14,BHI,6,3270000
H7-0918,C,14,BHI,6,4870000
H8-0069,A,14,BHI,6,1290000
H8-0069,B,14,BHI,6,1860000
H8-0069,C,14,BHI,6,1900000
H8-0147,A,14,BHI,6,1270000
H8-0147,B,14,BHI,6,0
H8-0147,C,14,BHI,6,20400
H8-0175,A,14,BHI,6,8970000
H8-0175,B,14,BHI,6,50600000
H8-0175,C,14,BHI,6,10900000
H8-0237,A,14,BHI,6,3.00E+06
H8-0237,B,14,BHI,6,72600000
H8-0237,C,14,BHI,6,42100000
J3-0153,A,14,BHI,6,20700000
J3-0153,B,14,BHI,6,37500000
J3-0153,C,14,BHI,6,19200000
J3-0155,A,14,BHI,6,36700000
J3-0155,B,14,BHI,6,14500000
J3-0155,C,14,BHI,6,1660000
J3-0159,A,14,BHI,6,50800000
J3-0159,B,14,BHI,6,48100000
J3-0159,C,14,BHI,6,30500000
R5-0636,A,14,BHI,6,30200000
R5-0636,B,14,BHI,6,1040000
R5-0636,C,14,BHI,6,99900
R5-0883,A,14,BHI,6,17600000
R5-0883,B,14,BHI,6,0
R5-0883,C,14,BHI,6,22800000
R5-0923,A,14,BHI,6,18800000
R5-0923,B,14,BHI,6,16900000
R5-0923,C,14,BHI,6,280000
R5-0937,A,14,BHI,6,7.00E+05
R5-0937,B,14,BHI,6,0
R5-0937,C,14,BHI,6,40000
F4-0085,A,14,SMB,6,0
F4-0085,B,14,SMB,6,1100000
F4-0085,C,14,SMB,6,1440000
F4-0126,A,14,SMB,6,3520000
F4-0126,B,14,SMB,6,4140000
F4-0126,C,14,SMB,6,939000
F4-0134,A,14,SMB,6,0
F4-0134,B,14,SMB,6,20000
F4-0134,C,14,SMB,6,0
F4-0152,A,14,SMB,6,1200000
F4-0152,B,14,SMB,6,0
F4-0152,C,14,SMB,6,0
F4-0242,A,14,SMB,6,0
F4-0242,B,14,SMB,6,0
F4-0242,C,14,SMB,6,0
H3-0280,A,14,SMB,6,0
H3-0280,B,14,SMB,6,206000
H3-0280,C,14,SMB,6,286000
H3-0287,A,14,SMB,6,580
H3-0287,B,14,SMB,6,2360
H3-0287,C,14,SMB,6,1620
H3-0464,A,14,SMB,6,20
H3-0464,B,14,SMB,6,220
H3-0464,C,14,SMB,6,160
H3-0465,A,14,SMB,6,2640
H3-0465,B,14,SMB,6,0
H3-0465,C,14,SMB,6,0
H7-0433,A,14,SMB,6,0
H7-0433,B,14,SMB,6,0
H7-0433,C,14,SMB,6,340
H7-0443,A,14,SMB,6,0
H7-0443,B,14,SMB,6,0
H7-0443,C,14,SMB,6,0
H7-0604,A,14,SMB,6,0
H7-0604,B,14,SMB,6,0
H7-0604,C,14,SMB,6,0
H7-0694,A,14,SMB,6,99900
H7-0694,B,14,SMB,6,0
H7-0694,C,14,SMB,6,0
H7-0710,A,14,SMB,6,0
H7-0710,B,14,SMB,6,2880000
H7-0710,C,14,SMB,6,40000
H7-0713,A,14,SMB,6,0
H7-0713,B,14,SMB,6,0
H7-0713,C,14,SMB,6,0
H7-0718,A,14,SMB,6,0
H7-0718,B,14,SMB,6,0
H7-0718,C,14,SMB,6,40900
H7-0918,A,14,SMB,6,0
H7-0918,B,14,SMB,6,0
H7-0918,C,14,SMB,6,0
H8-0069,A,14,SMB,6,0
H8-0069,B,14,SMB,6,0
H8-0069,C,14,SMB,6,0
H8-0147,A,14,SMB,6,0
H8-0147,B,14,SMB,6,0
H8-0147,C,14,SMB,6,0
H8-0175,A,14,SMB,6,0
H8-0175,B,14,SMB,6,3450000
H8-0175,C,14,SMB,6,388000
H8-0237,A,14,SMB,6,0
H8-0237,B,14,SMB,6,4110000
H8-0237,C,14,SMB,6,123000
J3-0153,A,14,SMB,6,0
J3-0153,B,14,SMB,6,40900
J3-0153,C,14,SMB,6,0
J3-0155,A,14,SMB,6,11900000
J3-0155,B,14,SMB,6,2040000
J3-0155,C,14,SMB,6,0
J3-0159,A,14,SMB,6,9290000
J3-0159,B,14,SMB,6,1190000
J3-0159,C,14,SMB,6,245000
R5-0636,A,14,SMB,6,6160000
R5-0636,B,14,SMB,6,580000
R5-0636,C,14,SMB,6,460000
R5-0883,A,14,SMB,6,0
R5-0883,B,14,SMB,6,859000
R5-0883,C,14,SMB,6,99900
R5-0923,A,14,SMB,6,0
R5-0923,B,14,SMB,6,120000
R5-0923,C,14,SMB,6,0
R5-0937,A,14,SMB,6,0
R5-0937,B,14,SMB,6,0
R5-0937,C,14,SMB,6,0
F4-0085,A,14,BHI,10,15400000
F4-0085,B,14,BHI,10,31500000
F4-0085,C,14,BHI,10,20800000
F4-0126,A,14,BHI,10,1.90E+07
F4-0126,B,14,BHI,10,23900000
F4-0126,C,14,BHI,10,320000
F4-0134,A,14,BHI,10,3.00E+05
F4-0134,B,14,BHI,10,20000
F4-0134,C,14,BHI,10,80000
F4-0152,A,14,BHI,10,14800000
F4-0152,B,14,BHI,10,2.00E+07
F4-0152,C,14,BHI,10,21900000
F4-0242,A,14,BHI,10,4240000
F4-0242,B,14,BHI,10,47400000
F4-0242,C,14,BHI,10,3540000
H3-0280,A,14,BHI,10,1740000
H3-0280,B,14,BHI,10,276000
H3-0280,C,14,BHI,10,203000
H3-0287,A,14,BHI,10,205000
H3-0287,B,14,BHI,10,407000
H3-0287,C,14,BHI,10,188000
H3-0464,A,14,BHI,10,188000
H3-0464,B,14,BHI,10,399000
H3-0464,C,14,BHI,10,346000
H3-0465,A,14,BHI,10,197000
H3-0465,B,14,BHI,10,1.41E+08
H3-0465,C,14,BHI,10,78100000
H7-0433,A,14,BHI,10,189000
H7-0433,B,14,BHI,10,229000
H7-0433,C,14,BHI,10,158000
H7-0443,A,14,BHI,10,30700000
H7-0443,B,14,BHI,10,15900000
H7-0443,C,14,BHI,10,17200000
H7-0604,A,14,BHI,10,25100000
H7-0604,B,14,BHI,10,22700000
H7-0604,C,14,BHI,10,20700000
H7-0694,A,14,BHI,10,18600000
H7-0694,B,14,BHI,10,27300000
H7-0694,C,14,BHI,10,37900000
H7-0710,A,14,BHI,10,47800000
H7-0710,B,14,BHI,10,38400000
H7-0710,C,14,BHI,10,48300000
H7-0713,A,14,BHI,10,19700000
H7-0713,B,14,BHI,10,35800000
H7-0713,C,14,BHI,10,4.70E+07
H7-0718,A,14,BHI,10,7720000
H7-0718,B,14,BHI,10,11100000
H7-0718,C,14,BHI,10,12300000
H7-0918,A,14,BHI,10,3210000
H7-0918,B,14,BHI,10,4870000
H7-0918,C,14,BHI,10,3900000
H8-0069,A,14,BHI,10,23900000
H8-0069,B,14,BHI,10,32400000
H8-0069,C,14,BHI,10,24600000
H8-0147,A,14,BHI,10,27400000
H8-0147,B,14,BHI,10,21100000
H8-0147,C,14,BHI,10,16500000
H8-0175,A,14,BHI,10,39300000
H8-0175,B,14,BHI,10,21700000
H8-0175,C,14,BHI,10,24800000
H8-0237,A,14,BHI,10,44500000
H8-0237,B,14,BHI,10,32600000
H8-0237,C,14,BHI,10,20900000
J3-0153,A,14,BHI,10,21800000
J3-0153,B,14,BHI,10,17500000
J3-0153,C,14,BHI,10,24300000
J3-0155,A,14,BHI,10,24400000
J3-0155,B,14,BHI,10,38800000
J3-0155,C,14,BHI,10,34100000
J3-0159,A,14,BHI,10,10700000
J3-0159,B,14,BHI,10,7390000
J3-0159,C,14,BHI,10,12800000
R5-0636,A,14,BHI,10,1.46E+08
R5-0636,B,14,BHI,10,2.09E+08
R5-0636,C,14,BHI,10,1.72E+08
R5-0883,A,14,BHI,10,93500000
R5-0883,B,14,BHI,10,1.69E+08
R5-0883,C,14,BHI,10,2.19E+08
R5-0923,A,14,BHI,10,1.35E+08
R5-0923,B,14,BHI,10,1.32E+08
R5-0923,C,14,BHI,10,1.28E+08
R5-0937,A,14,BHI,10,6750000
R5-0937,B,14,BHI,10,34700000
R5-0937,C,14,BHI,10,1.42E+08
F4-0085,A,14,SMB,10,460000
F4-0085,B,14,SMB,10,17100000
F4-0085,C,14,SMB,10,38700000
F4-0126,A,14,SMB,10,39100000
F4-0126,B,14,SMB,10,24900000
F4-0126,C,14,SMB,10,380000
F4-0134,A,14,SMB,10,2020000
F4-0134,B,14,SMB,10,240000
F4-0134,C,14,SMB,10,4060000
F4-0152,A,14,SMB,10,21100000
F4-0152,B,14,SMB,10,23500000
F4-0152,C,14,SMB,10,13600000
F4-0242,A,14,SMB,10,83600000
F4-0242,B,14,SMB,10,46200000
F4-0242,C,14,SMB,10,5.59E+08
H3-0280,A,14,SMB,10,6870000
H3-0280,B,14,SMB,10,358000
H3-0280,C,14,SMB,10,418000
H3-0287,A,14,SMB,10,232000
H3-0287,B,14,SMB,10,264000
H3-0287,C,14,SMB,10,80000
H3-0464,A,14,SMB,10,600
H3-0464,B,14,SMB,10,200
H3-0464,C,14,SMB,10,460
H3-0465,A,14,SMB,10,198000
H3-0465,B,14,SMB,10,4.00E+07
H3-0465,C,14,SMB,10,2.69E+08
H7-0433,A,14,SMB,10,130000
H7-0433,B,14,SMB,10,142000
H7-0433,C,14,SMB,10,401000
H7-0443,A,14,SMB,10,16800000
H7-0443,B,14,SMB,10,14700000
H7-0443,C,14,SMB,10,14800000
H7-0604,A,14,SMB,10,1.80E+07
H7-0604,B,14,SMB,10,3740000
H7-0604,C,14,SMB,10,6870000
H7-0694,A,14,SMB,10,6230000
H7-0694,B,14,SMB,10,6660000
H7-0694,C,14,SMB,10,3800000
H7-0710,A,14,SMB,10,3900000
H7-0710,B,14,SMB,10,7080000
H7-0710,C,14,SMB,10,3100000
H7-0713,A,14,SMB,10,7900000
H7-0713,B,14,SMB,10,5010000
H7-0713,C,14,SMB,10,4010000
H7-0718,A,14,SMB,10,409000
H7-0718,B,14,SMB,10,1100000
H7-0718,C,14,SMB,10,961000
H7-0918,A,14,SMB,10,13400000
H7-0918,B,14,SMB,10,16300000
H7-0918,C,14,SMB,10,30800000
H8-0069,A,14,SMB,10,22800000
H8-0069,B,14,SMB,10,24600000
H8-0069,C,14,SMB,10,12600000
H8-0147,A,14,SMB,10,12500000
H8-0147,B,14,SMB,10,12300000
H8-0147,C,14,SMB,10,10700000
H8-0175,A,14,SMB,10,2.60E+07
H8-0175,B,14,SMB,10,13900000
H8-0175,C,14,SMB,10,21100000
H8-0237,A,14,SMB,10,4740000
H8-0237,B,14,SMB,10,20500000
H8-0237,C,14,SMB,10,18700000
J3-0153,A,14,SMB,10,0
J3-0153,B,14,SMB,10,20400
J3-0153,C,14,SMB,10,40900
J3-0155,A,14,SMB,10,46800000
J3-0155,B,14,SMB,10,10700000
J3-0155,C,14,SMB,10,21200000
J3-0159,A,14,SMB,10,9480000
J3-0159,B,14,SMB,10,10300000
J3-0159,C,14,SMB,10,9780000
R5-0636,A,14,SMB,10,3060000
R5-0636,B,14,SMB,10,1.75E+08
R5-0636,C,14,SMB,10,4040000
R5-0883,A,14,SMB,10,13200000
R5-0883,B,14,SMB,10,1400000
R5-0883,C,14,SMB,10,15100000
R5-0923,A,14,SMB,10,1320000
R5-0923,B,14,SMB,10,3.58E+08
R5-0923,C,14,SMB,10,1.57E+08
R5-0937,A,14,SMB,10,6340000
R5-0937,B,14,SMB,10,4790000
R5-0937,C,14,SMB,10,2340000
F4-0085,A,21,BHI,6,1.83E+08
F4-0085,B,21,BHI,6,78900000
F4-0085,C,21,BHI,6,72800000
F4-0126,A,21,BHI,6,17200000
F4-0126,B,21,BHI,6,20300000
F4-0126,C,21,BHI,6,21400000
F4-0134,A,21,BHI,6,14700000
F4-0134,B,21,BHI,6,18100000
F4-0134,C,21,BHI,6,2.50E+07
F4-0152,A,21,BHI,6,20300000
F4-0152,B,21,BHI,6,34100000
F4-0152,C,21,BHI,6,46100000
F4-0242,A,21,BHI,6,3020000
F4-0242,B,21,BHI,6,3410000
F4-0242,C,21,BHI,6,6510000
H3-0280,A,21,BHI,6,0
H3-0280,B,21,BHI,6,10200000
H3-0280,C,21,BHI,6,10800000
H3-0287,A,21,BHI,6,16600000
H3-0287,B,21,BHI,6,4550000
H3-0287,C,21,BHI,6,13100000
H3-0464,A,21,BHI,6,1270000
H3-0464,B,21,BHI,6,3300000
H3-0464,C,21,BHI,6,3480000
H3-0465,A,21,BHI,6,5450000
H3-0465,B,21,BHI,6,10500
H3-0465,C,21,BHI,6,6450000
H7-0433,A,21,BHI,6,17100000
H7-0433,B,21,BHI,6,13300000
H7-0433,C,21,BHI,6,3590000
H7-0443,A,21,BHI,6,4.70E+07
H7-0443,B,21,BHI,6,53200000
H7-0443,C,21,BHI,6,92300000
H7-0604,A,21,BHI,6,1.30E+07
H7-0604,B,21,BHI,6,13100000
H7-0604,C,21,BHI,6,20500000
H7-0694,A,21,BHI,6,11200000
H7-0694,B,21,BHI,6,45900000
H7-0694,C,21,BHI,6,16800000
H7-0710,A,21,BHI,6,99600000
H7-0710,B,21,BHI,6,3800000
H7-0710,C,21,BHI,6,91100000
H7-0713,A,21,BHI,6,0
H7-0713,B,21,BHI,6,1.04E+08
H7-0713,C,21,BHI,6,95900000
H7-0718,A,21,BHI,6,47700000
H7-0718,B,21,BHI,6,3860000
H7-0718,C,21,BHI,6,27700000
H7-0918,A,21,BHI,6,31400000
H7-0918,B,21,BHI,6,32100000
H7-0918,C,21,BHI,6,35600000
H8-0069,A,21,BHI,6,19400000
H8-0069,B,21,BHI,6,17300000
H8-0069,C,21,BHI,6,16900000
H8-0147,A,21,BHI,6,21300000
H8-0147,B,21,BHI,6,12900000
